id,centre_type,coordinates,country,region,county,postcode
,Home,SRID=4326;POINT (-1.457867875051122 52.02836490988532),United Kingdom,South East (England),Oxfordshire,OX15 5EX
,Home,SRID=4326;POINT (-7.755746915248593 54.32443667043066),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT74 9EA
,Other,SRID=4326;POINT (-1.91896545982379 51.11224826721556),United Kingdom,South West (England),Wiltshire,SP3 4SQ
,Drive through centre,SRID=4326;POINT (-3.079501330014971 54.58167240241342),United Kingdom,North West (England),Cumbria,CA12 4TF
,Drive through centre,SRID=4326;POINT (-1.087667115263146 54.12817418898609),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO61 4RW
,Home,SRID=4326;POINT (-3.901596315490182 58.08942006393364),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-2.79560260420824 53.68628124709253),United Kingdom,North West (England),Lancashire,PR26 9AY
,Other,SRID=4326;POINT (-4.628129773815628 55.28423514101756),United Kingdom,Scotland,South Ayrshire,KA19 7QQ
,Home,SRID=4326;POINT (-5.701664309352228 55.57139019980254),United Kingdom,Scotland,Argyll and Bute,PA29 6UX
,Drive through centre,SRID=4326;POINT (-1.086889642633791 51.29678230191073),United Kingdom,South East (England),Hampshire,RG24 9NQ
,GP clinic,SRID=4326;POINT (-6.402511441188977 54.28965079871789),United Kingdom,Northern Ireland,"Armagh City, Banbridge and Craigavon",BT35 6RD
,Hospital,SRID=4326;POINT (-3.507388451252083 51.04612415435104),United Kingdom,South West (England),Somerset,TA22 9NF
,Drive through centre,SRID=4326;POINT (-0.07942190174442132 52.94554949488428),United Kingdom,East Midlands (England),Lincolnshire,PE20 1RQ
,Drive through centre,SRID=4326;POINT (-3.400969118524172 56.20535825422003),United Kingdom,Scotland,Perth and Kinross,KY13 8ET
,Hospital,SRID=4326;POINT (-0.9250425137195819 51.01211917216536),United Kingdom,South East (England),Hampshire,GU31 4BA
,Home,SRID=4326;POINT (-2.333716086131475 55.56946817021718),United Kingdom,Scotland,Scottish Borders,TD5 8BS
,GP clinic,SRID=4326;POINT (-1.84638530516713 54.19172111461148),United Kingdom,Yorkshire and The Humber,North Yorkshire,HG3 5SP
,Other,SRID=4326;POINT (-3.37815287940998 52.80521986841386),United Kingdom,Wales,Powys,SY10 0HW
,Other,SRID=4326;POINT (-0.5510905914184141 51.64371265154225),United Kingdom,South East (England),Buckinghamshire,HP8 4SG
,Hospital,SRID=4326;POINT (-0.2095720552464106 51.35998045640049),United Kingdom,London,Sutton,SM1 2ED
,Other,SRID=4326;POINT (-3.155288175491632 51.48905449810442),United Kingdom,Wales,Cardiff,CF24 1RU
,Home,SRID=4326;POINT (-2.914110359201741 58.91756609079199),United Kingdom,Scotland,Orkney Islands,KW17 2SA
,GP clinic,SRID=4326;POINT (-2.575606282980346 52.99479779634551),United Kingdom,North West (England),Cheshire East,CW5 8DP
,GP clinic,SRID=4326;POINT (-1.738162203961418 53.87970795916931),United Kingdom,Yorkshire and The Humber,Leeds,LS29 6RJ
,GP clinic,SRID=4326;POINT (-3.560379006907633 57.61583841913308),United Kingdom,Scotland,Moray,IV36 2QS
,Other,SRID=4326;POINT (-1.220198340133359 50.8631988278239),United Kingdom,South East (England),Hampshire,PO15 6TL
,GP clinic,SRID=4326;POINT (-2.490973481538191 51.21389727219494),United Kingdom,South West (England),Somerset,BA3 5GW
,Drive through centre,SRID=4326;POINT (-3.132068141318613 53.18417576621267),United Kingdom,Wales,Flintshire,CH7 6HA
,GP clinic,SRID=4326;POINT (-2.345805144336622 51.00404293823611),United Kingdom,South West (England),Dorset,SP8 5EZ
,Home,SRID=4326;POINT (-0.1510286217753691 52.41487697346311),United Kingdom,East of England,Cambridgeshire,PE28 2QT
,Hospital,SRID=4326;POINT (-3.021041313160817 51.83510436048535),United Kingdom,Wales,Monmouthshire,NP7 6DT
,GP clinic,SRID=4326;POINT (-0.9804387784201172 52.25490525997969),United Kingdom,East Midlands (England),Northamptonshire,NN7 4HD
,Home,SRID=4326;POINT (-5.94053321922833 54.54860801020625),United Kingdom,Northern Ireland,Belfast,BT8 7FH
,Hospital,SRID=4326;POINT (1.103020860675549 51.28144071037432),United Kingdom,South East (England),Kent,CT1 1AX
,Other,SRID=4326;POINT (-0.8493377923925838 54.42252654481762),United Kingdom,Yorkshire and The Humber,North Yorkshire,YO21 2PZ
,Hospital,SRID=4326;POINT (-3.919565385654602 58.03832268567781),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-5.278027201439212 50.26449307673081),United Kingdom,South West (England),Cornwall,TR16 4ND
,Hospital,SRID=4326;POINT (-3.013383713540215 55.16874019045444),United Kingdom,Scotland,Dumfries and Galloway,DG13 0NX
,Drive through centre,SRID=4326;POINT (-1.11213832833431 53.02788289932776),United Kingdom,East Midlands (England),Nottinghamshire,NG5 8PT
,Hospital,SRID=4326;POINT (-3.131788393519841 53.19040472792235),United Kingdom,Wales,Flintshire,CH7 6SS
,Drive through centre,SRID=4326;POINT (-5.253949615802398 56.97935744107006),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (0.2439317449009462 51.85846393927526),United Kingdom,East of England,Essex,CM22 6NN
,Hospital,SRID=4326;POINT (-2.538462359128047 51.51611251420927),United Kingdom,South West (England),South Gloucestershire,BS34 8XX
,GP clinic,SRID=4326;POINT (-2.216021821477901 52.55057328291453),United Kingdom,West Midlands (England),Staffordshire,WV5 7JA
,Hospital,SRID=4326;POINT (-2.326952413916498 52.55757997089118),United Kingdom,West Midlands (England),Shropshire,WV15 5PB
,Drive through centre,SRID=4326;POINT (-0.7923375957332395 54.01211361270704),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,YO41 1QB
,Home,SRID=4326;POINT (-0.8938682186736315 52.73988563978364),United Kingdom,East Midlands (England),Leicestershire,LE13 0BL
,Hospital,SRID=4326;POINT (0.7344815906974222 51.68597510848526),United Kingdom,East of England,Essex,CM3 6TT
,Other,SRID=4326;POINT (-2.938914870036967 56.51750559234519),United Kingdom,Scotland,Angus,DD4 0QN
,Other,SRID=4326;POINT (-5.062998526265138 57.39276357533406),United Kingdom,Scotland,Highland,
,Drive through centre,SRID=4326;POINT (-1.479566107875553 51.978085183724),United Kingdom,South East (England),Oxfordshire,OX7 4AU
,Other,SRID=4326;POINT (-1.68061056839365 51.18454077542629),United Kingdom,South West (England),Wiltshire,SP4 0DW
,Hospital,SRID=4326;POINT (-5.556591118668784 56.70738642889335),United Kingdom,Scotland,Highland,PH36 4JB
,GP clinic,SRID=4326;POINT (-3.186186452331067 52.77763972071216),United Kingdom,Wales,Powys,SY22 6UD
,Home,SRID=4326;POINT (-6.146326119040459 55.11447515190004),United Kingdom,Northern Ireland,Causeway Coast and Glens,BT44 0TF
,Drive through centre,SRID=4326;POINT (-5.533156896656218 57.74197841378358),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-3.63364253392878 50.65258588182887),United Kingdom,South West (England),Devon,EX6 7RG
,Hospital,SRID=4326;POINT (-3.475575792517471 55.65912841178119),United Kingdom,Scotland,South Lanarkshire,ML12 6FJ
,Home,SRID=4326;POINT (-0.4264592397723455 52.01774793289552),United Kingdom,East of England,Central Bedfordshire,MK45 4HA
,Home,SRID=4326;POINT (-0.6829965662362705 51.18285880044927),United Kingdom,South East (England),Surrey,GU8 6LB
,Drive through centre,SRID=4326;POINT (-1.950375127787812 54.63270139239476),United Kingdom,North East (England),County Durham,DL13 5NL
,Hospital,SRID=4326;POINT (-2.570079833632641 52.17990896467075),United Kingdom,West Midlands (England),"Herefordshire, County of",HR7 4SE
,Hospital,SRID=4326;POINT (1.460258709714555 52.60666817098678),United Kingdom,East of England,Norfolk,NR13 4HR
,Other,SRID=4326;POINT (-0.8381273703573004 52.84407347320832),United Kingdom,East Midlands (England),Leicestershire,LE14 4NN
,Drive through centre,SRID=4326;POINT (-3.395664295981847 51.17820117605058),United Kingdom,South West (England),Somerset,TA24 6LA
,Other,SRID=4326;POINT (-4.399190584024334 56.76066151420702),United Kingdom,Scotland,Perth and Kinross,
,Hospital,SRID=4326;POINT (-2.121814857192894 54.24943583467992),United Kingdom,Yorkshire and The Humber,North Yorkshire,
,Home,SRID=4326;POINT (-2.517079273002985 50.73647053326643),United Kingdom,South West (England),Dorset,DT2 9SW
,Hospital,SRID=4326;POINT (-3.505101902472742 55.25849910688429),United Kingdom,Scotland,Dumfries and Galloway,
,GP clinic,SRID=4326;POINT (-0.4026164855560541 53.62083351985041),United Kingdom,Yorkshire and The Humber,North Lincolnshire,DN39 6RF
,Hospital,SRID=4326;POINT (-3.250691303721251 55.03310033430058),United Kingdom,Scotland,Dumfries and Galloway,DG11 3LN
,GP clinic,SRID=4326;POINT (-0.7352995304918402 51.10329965202837),United Kingdom,South East (England),Surrey,GU26 6BD
,Home,SRID=4326;POINT (-5.121933011205991 57.0438677167807),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (-3.1020737709636 51.20558767638104),United Kingdom,South West (England),Somerset,TA5 1TW
,Other,SRID=4326;POINT (-4.398182875176065 50.37445273879349),United Kingdom,South West (England),Cornwall,PL11 3HW
,Drive through centre,SRID=4326;POINT (-1.695372739451141 51.48313718764172),United Kingdom,South West (England),Wiltshire,SN8 2NP
,Other,SRID=4326;POINT (-3.161103355105806 52.05228501095721),United Kingdom,Wales,Powys,HR3 5PS
,Home,SRID=4326;POINT (-3.90654784208144 56.29334615102434),United Kingdom,Scotland,Perth and Kinross,FK15 9LB
,GP clinic,SRID=4326;POINT (-2.783831617114847 55.48283712746966),United Kingdom,Scotland,Scottish Borders,TD9 8QA
,Hospital,SRID=4326;POINT (-2.998991767841277 53.08668573701637),United Kingdom,Wales,Wrexham,LL12 0PW
,GP clinic,SRID=4326;POINT (-7.511826133693039 54.68148762741968),United Kingdom,Northern Ireland,Derry City and Strabane,BT81 7PH
,Drive through centre,SRID=4326;POINT (-0.8711273692544363 52.03939033182911),United Kingdom,South East (England),Buckinghamshire,MK19 6DS
,Home,SRID=4326;POINT (-4.32626861504554 56.19817410140597),United Kingdom,Scotland,Stirling,
,Home,SRID=4326;POINT (-1.155662242930534 50.97648041604287),United Kingdom,South East (England),Hampshire,SO32 3GZ
,Drive through centre,SRID=4326;POINT (-4.404159633657404 56.72897073460452),United Kingdom,Scotland,Perth and Kinross,
,GP clinic,SRID=4326;POINT (-2.846113497715587 51.26547040651631),United Kingdom,South West (England),Somerset,BS26 2LW
,Other,SRID=4326;POINT (-0.411668023183938 51.88281091401522),United Kingdom,East of England,Luton,LU2 0HR
,Drive through centre,SRID=4326;POINT (-4.488129219364471 57.20978674397435),United Kingdom,Scotland,Highland,IV2 6UW
,Hospital,SRID=4326;POINT (0.5103881055150907 52.11795758750086),United Kingdom,East of England,Suffolk,CO10 8EL
,Drive through centre,SRID=4326;POINT (-0.6753751194027666 52.48118455209214),United Kingdom,East Midlands (England),Northamptonshire,NN18 8FY
,Drive through centre,SRID=4326;POINT (-2.131199441665923 55.16075265940083),United Kingdom,North East (England),Northumberland,NE48 2TD
,Other,SRID=4326;POINT (-5.96360009191056 55.93486135806705),United Kingdom,Scotland,Argyll and Bute,
,Home,SRID=4326;POINT (-6.592974311234649 58.08236763750132),United Kingdom,Scotland,Na h-Eileanan Siar,HS2 9RA
,Other,SRID=4326;POINT (-1.935218661145918 55.67058967925784),United Kingdom,North East (England),Northumberland,TD15 2PD
,Drive through centre,SRID=4326;POINT (-5.868651726860627 54.47687266261843),United Kingdom,Northern Ireland,"Newry, Mourne and Down",BT24 7DB
,Hospital,SRID=4326;POINT (-1.474039270737824 52.80286969234016),United Kingdom,East Midlands (England),Derbyshire,DE73 7JJ
,Other,SRID=4326;POINT (-1.401132721978793 54.34513826914575),United Kingdom,Yorkshire and The Humber,North Yorkshire,DL6 3QW
,Hospital,SRID=4326;POINT (-0.2458819530833827 51.52714634727284),United Kingdom,London,Hammersmith and Fulham,NW10 6RJ
,Other,SRID=4326;POINT (-4.165120475601507 52.00950830598281),United Kingdom,Wales,Carmarthenshire,SA39 9ED
,Home,SRID=4326;POINT (-2.757554153668083 51.25607712840863),United Kingdom,South West (England),Somerset,BS27 3TP
,GP clinic,SRID=4326;POINT (-5.199342145926945 58.11881781019716),United Kingdom,Scotland,Highland,
,Hospital,SRID=4326;POINT (0.07728512388776387 50.78826763962603),United Kingdom,South East (England),East Sussex,BN25 2SR
,Hospital,SRID=4326;POINT (-2.918215297200378 57.00503636709084),United Kingdom,Scotland,Aberdeenshire,
,Hospital,SRID=4326;POINT (-5.925678830071872 54.85754312740654),United Kingdom,Northern Ireland,Mid and East Antrim,BT40 2LX
,Home,SRID=4326;POINT (-4.518527585364577 52.88756872852809),United Kingdom,Wales,Gwynedd,LL53 7YR
,Other,SRID=4326;POINT (-1.292499329215313 52.18743375382621),United Kingdom,East Midlands (England),Northamptonshire,NN11 6DN
,Home,SRID=4326;POINT (-4.31173812610538 57.73632162595232),United Kingdom,Scotland,Highland,IV17 0YF
,Other,SRID=4326;POINT (-5.060205373250581 58.1510254129915),United Kingdom,Scotland,Highland,
,Home,SRID=4326;POINT (-3.479716207565393 50.89481046158908),United Kingdom,South West (England),Devon,EX16 4PL
,GP clinic,SRID=4326;POINT (-0.2824801367380028 51.46084724489133),United Kingdom,London,Richmond upon Thames,TW10 5BN
,Drive through centre,SRID=4326;POINT (-3.00258247170703 53.30594304305584),United Kingdom,North West (England),Wirral,CH64 1SB
,Other,SRID=4326;POINT (-4.850040609643479 50.3534216665751),United Kingdom,South West (England),Cornwall,PL26 7FD
,GP clinic,SRID=4326;POINT (-2.960620757467607 53.16232851731846),United Kingdom,North West (England),Cheshire West and Chester,CH4 0DA
,Drive through centre,SRID=4326;POINT (-0.8459559213825392 51.77909508790122),United Kingdom,South East (England),Buckinghamshire,HP17 8SQ
,Hospital,SRID=4326;POINT (-2.488436018101302 52.97628621514701),United Kingdom,North West (England),Cheshire East,CW3 0DR
,Home,SRID=4326;POINT (-1.824870726365692 57.4815824246516),United Kingdom,Scotland,Aberdeenshire,AB42 3AE
,Hospital,SRID=4326;POINT (-2.605384235467295 57.42458714780548),United Kingdom,Scotland,Aberdeenshire,AB54 6HE
,Hospital,SRID=4326;POINT (-4.565709423442483 57.69281802854697),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (0.1300252091212943 51.50864500849552),United Kingdom,London,Bexley,SE28 8PE
,Home,SRID=4326;POINT (-4.072304695563936 51.80786344505425),United Kingdom,Wales,Carmarthenshire,SA14 7LN
,GP clinic,SRID=4326;POINT (-0.002514472119012012 52.0392577277879),United Kingdom,East of England,Hertfordshire,SG8 9NA
,Home,SRID=4326;POINT (-3.876776879858614 52.04333902922682),United Kingdom,Wales,Carmarthenshire,SA19 8PR
,GP clinic,SRID=4326;POINT (-2.092719416197826 54.30303720945673),United Kingdom,Yorkshire and The Humber,North Yorkshire,DL8 3ER
,GP clinic,SRID=4326;POINT (-3.091760054373967 51.21737776288558),United Kingdom,,,TA5 1TW
,GP clinic,SRID=4326;POINT (-4.51192684045067 52.01448795381291),United Kingdom,Wales,Carmarthenshire,SA38 9RN
,Hospital,SRID=4326;POINT (-3.354558504656476 51.77643005285885),United Kingdom,Wales,Merthyr Tydfil,CF48 2EF
,GP clinic,SRID=4326;POINT (-7.324952777439808 57.32449872300149),United Kingdom,Scotland,Na h-Eileanan Siar,
,Other,SRID=4326;POINT (-2.725199452011152 54.33562368369817),United Kingdom,North West (England),Cumbria,LA9 6HL
,GP clinic,SRID=4326;POINT (-6.132976767949 54.13051076133615),United Kingdom,Northern Ireland,"Newry, Mourne and Down",BT34 3DD
,Other,SRID=4326;POINT (1.138665204963035 52.3062198724415),United Kingdom,East of England,Suffolk,IP23 7JA
,Hospital,SRID=4326;POINT (-4.907635531314731 54.78450803756436),United Kingdom,,,
,GP clinic,SRID=4326;POINT (-3.592740767129115 51.46114203405141),United Kingdom,Wales,Vale of Glamorgan,CF32 0SD
,Drive through centre,SRID=4326;POINT (-4.121918029689414 58.06917966483378),United Kingdom,Scotland,Highland,
,Other,SRID=4326;POINT (-1.870914272909967 54.35326249690157),United Kingdom,Yorkshire and The Humber,North Yorkshire,
,GP clinic,SRID=4326;POINT (1.328384993993598 52.34699387258532),United Kingdom,East of England,Suffolk,IP21 5QE
,Hospital,SRID=4326;POINT (-0.7037966310864814 52.85935362860575),United Kingdom,East Midlands (England),Lincolnshire,NG32 1AJ
,Hospital,SRID=4326;POINT (-7.46006668831066 54.35173764146474),United Kingdom,Northern Ireland,Fermanagh and Omagh,BT94 3JN
,Drive through centre,SRID=4326;POINT (-0.4303442795527941 52.4684410273797),United Kingdom,East Midlands (England),Northamptonshire,PE8 5LE
,Other,SRID=4326;POINT (-6.897866508693824 58.09196160515053),United Kingdom,Scotland,Na h-Eileanan Siar,
,Hospital,SRID=4326;POINT (-1.979326754637995 57.50488986700951),United Kingdom,Scotland,Aberdeenshire,AB42 4TW
,Home,SRID=4326;POINT (-3.284422943985304 59.09626487660366),United Kingdom,Scotland,Orkney Islands,KW17 2LN
,GP clinic,SRID=4326;POINT (-0.2033702656566794 53.43418252849608),United Kingdom,East Midlands (England),Lincolnshire,LN8 6EE
,Home,SRID=4326;POINT (-3.664495757283664 53.05376674084924),United Kingdom,Wales,Conwy,LL24 0TA
,Drive through centre,SRID=4326;POINT (-0.09205297623118547 50.89063735917485),United Kingdom,South East (England),East Sussex,BN6 8RP
,Hospital,SRID=4326;POINT (-4.318405521948685 50.639932377798),United Kingdom,South West (England),Devon,PL15 9QU
,Home,SRID=4326;POINT (-5.477034921758848 57.61832716071987),United Kingdom,Scotland,Highland,
,GP clinic,SRID=4326;POINT (-0.5214229752202524 53.36516502263513),United Kingdom,East Midlands (England),Lincolnshire,LN8 2AD
,Drive through centre,SRID=4326;POINT (-5.310448421637188 56.49446521567695),United Kingdom,Scotland,Argyll and Bute,
,GP clinic,SRID=4326;POINT (0.04419555451136503 53.67088095151972),United Kingdom,Yorkshire and The Humber,East Riding of Yorkshire,HU12 0SD
,Home,SRID=4326;POINT (-2.873805424253113 54.42548085902331),United Kingdom,North West (England),Cumbria,LA23 1PR
,Home,SRID=4326;POINT (-3.265257370416314 54.21475457763344),United Kingdom,North West (England),Cumbria,LA18 5EX
,Drive through centre,SRID=4326;POINT (-0.5836781330819134 52.36192536373377),United Kingdom,East Midlands (England),Northamptonshire,NN14 4BN
,Hospital,SRID=4326;POINT (-3.019053880672661 52.30757730762904),United Kingdom,Wales,Powys,LD8 2HA
